,Date,mode_of_purchase,sporting_equipment,store,estimated_spending,number_of_items_bought
30470,2020-10-06,physical_collection,fitness,west,77.161,2
30471,2020-10-06,order,fitness,east,1582.831,21
30473,2020-10-06,order,volleyball,east,17.652,5
30474,2020-10-06,order,diving,south,1094.343,7
30475,2020-10-06,order,sailing,south,21.594,2
30476,2020-10-06,order,swimming,south,1386.838,19
30479,2020-10-06,physical_collection,tennis,west,10.075,1
30480,2020-10-06,physical_collection,badminton,west,36.244,4
30481,2020-10-06,physical_collection,ski,west,228.29000000000002,3
30482,2020-10-06,order,football,east,1003.652,10
30483,2020-10-06,order,ski,south,1509.1,15
30484,2020-10-06,order,fitness,south,976.9219999999999,12
30485,2020-10-06,order,tennis,east,1364.599,22
30486,2020-10-06,physical_collection,swimming,west,17.002000000000002,1
30487,2020-10-06,physical_collection,pilates,west,47.862,2
30488,2020-10-06,order,sailing,east,162.201,2
30489,2020-10-06,order,trail,east,1043.575,8
30490,2020-10-06,physical_collection,football,west,89.396,2
30491,2020-10-06,order,surfing,south,140.325,6
30492,2020-10-06,physical_collection,skate/roller,west,33.375,3
30493,2020-10-06,physical_collection,surfing,west,13.152000000000001,2
30494,2020-10-06,physical_collection,basketball,west,49.608,5
30495,2020-10-07,order,hiking/trekking,east,9029.125,72
30496,2020-10-07,order,cycling,east,1575.394,17
30497,2020-10-07,order,climbing,east,502.299,3
30498,2020-10-07,order,tennis,south,1506.464,16
30499,2020-10-07,order,crosstrain,east,1321.913,9
30500,2020-10-07,order,swimming,south,1213.175,14
30501,2020-10-07,order,jog/run,south,2209.7349999999997,25
30502,2020-10-07,order,table_tennis,east,219.808,6
30504,2020-10-07,order,skate/roller,south,965.156,3
30505,2020-10-07,order,skate/roller,east,1305.347,8
30506,2020-10-07,order,ski,south,1499.649,10
30507,2020-10-07,order,fitness,south,978.8280000000001,11
30508,2020-10-07,order,jog/run,east,2714.406,32
30509,2020-10-07,order,kayak/sup,east,267.637,5
30510,2020-10-07,order,surfing,east,887.3100000000001,9
30511,2020-10-07,order,pilates,east,1978.205,30
30512,2020-10-07,order,triathlon,east,542.1600000000001,9
30513,2020-10-07,order,swimming,east,2493.7,28
30514,2020-10-07,order,volleyball,east,19.247,2
30515,2020-10-07,order,fitness,east,1225.5639999999999,17
30516,2020-10-07,order,badminton,south,296.175,6
30517,2020-10-07,order,boxing,east,204.702,1
30518,2020-10-07,order,trail,east,781.691,5
30519,2020-10-07,order,tennis,east,1338.569,18
30520,2020-10-07,order,basketball,east,711.77,12
30521,2020-10-07,order,kayak/sup,south,80.125,5
30522,2020-10-07,order,cycling,south,143.013,5
30523,2020-10-07,order,football,south,1122.874,13
30524,2020-10-07,order,hiking/trekking,south,5581.469999999999,50
30525,2020-10-07,order,golf,east,185.18900000000002,3
30526,2020-10-07,order,pilates,south,572.8100000000001,8
30527,2020-10-07,physical_collection,basketball,west,32.638999999999996,3
30528,2020-10-07,physical_collection,skate/roller,west,255.856,3
30529,2020-10-07,order,trail,south,674.086,5
30530,2020-10-07,physical_collection,football,west,133.82999999999998,4
30531,2020-10-07,physical_collection,pilates,west,34.296,4
30532,2020-10-07,order,triathlon,south,392.291,6
30533,2020-10-07,order,basketball,south,614.5020000000001,8
30534,2020-10-07,physical_collection,hiking/trekking,west,761.251,8
30535,2020-10-07,order,football,east,1530.237,13
30536,2020-10-07,order,table_tennis,south,20.744,4
30537,2020-10-07,physical_collection,badminton,west,15.306000000000001,2
30538,2020-10-07,order,crosstrain,south,898.9290000000001,7
30539,2020-10-07,order,ski,east,2330.4139999999998,16
30540,2020-10-07,order,squash,south,29.491000000000003,1
30541,2020-10-07,order,golf,south,48.551,1
30542,2020-10-07,order,badminton,east,551.114,5
30543,2020-10-07,order,rugby,south,56.586,3
30544,2020-10-07,order,diving,east,1097.002,8
30545,2020-10-07,physical_collection,trail,west,36.21,1
30546,2020-10-07,physical_collection,boxing,west,10.869,4
30547,2020-10-07,order,sailing,south,23.386000000000003,1
30548,2020-10-07,physical_collection,swimming,west,72.428,5
30549,2020-10-07,physical_collection,yoga,west,45.835,2
30550,2020-10-07,order,yoga,east,706.743,8
30551,2020-10-07,order,surfing,south,234.917,5
30553,2020-10-07,physical_collection,diving,west,37.025999999999996,3
30554,2020-10-07,order,yoga,south,745.595,9
30557,2020-10-07,order,boxing,south,11.984,1
30560,2020-10-07,physical_collection,crosstrain,west,264.462,2
30561,2020-10-07,physical_collection,table_tennis,west,16.531,3
30563,2020-10-07,order,others,east,37.843,3
30564,2020-10-07,order,diving,south,485.675,9
30565,2020-10-07,physical_collection,cycling,west,402.131,4
30566,2020-10-07,physical_collection,fitness,west,34.086,1
30568,2020-10-07,order,rugby,east,71.90599999999999,1
30569,2020-10-07,physical_collection,ski,west,253.157,6
30570,2020-10-07,physical_collection,jog/run,west,155.672,1
30571,2020-10-08,order,cycling,east,706.077,11
30572,2020-10-08,order,fitness,east,883.159,10
30573,2020-10-08,order,ski,south,853.241,7
30574,2020-10-08,physical_collection,ski,west,594.048,5
30575,2020-10-08,order,triathlon,south,253.93800000000002,5
30576,2020-10-08,order,surfing,east,510.77200000000005,5
30577,2020-10-08,order,crosstrain,east,606.3520000000001,8
30578,2020-10-08,order,tennis,east,508.64099999999996,7
30579,2020-10-08,order,unknown,east,10.192,2
30580,2020-10-08,order,swimming,east,1516.692,15
30581,2020-10-08,order,ski,east,720.139,11
30582,2020-10-08,order,badminton,east,183.852,4
30583,2020-10-08,order,swimming,south,651.5029999999999,6
30584,2020-10-08,order,football,south,378.961,5
30585,2020-10-08,order,hiking/trekking,east,5312.33,32
30586,2020-10-08,order,tennis,south,507.596,10
30587,2020-10-08,physical_collection,skate/roller,west,106.6,3
30588,2020-10-08,order,pilates,south,422.96400000000006,5
30589,2020-10-08,physical_collection,cycling,west,140.616,2
30590,2020-10-08,order,crosstrain,south,343.335,6
30591,2020-10-08,order,pilates,east,1289.8290000000002,18
30592,2020-10-08,order,basketball,east,386.326,8
30593,2020-10-08,order,jog/run,east,1719.655,19
30594,2020-10-08,order,table_tennis,east,23.799,4
30596,2020-10-08,order,badminton,south,189.497,4
30600,2020-10-08,order,yoga,south,417.63800000000003,3
30601,2020-10-08,order,sailing,east,85.42999999999999,2
30602,2020-10-08,order,diving,south,286.67199999999997,4
30603,2020-10-08,order,cycling,south,59.021,1
30604,2020-10-08,order,climbing,east,108.90899999999999,5
30605,2020-10-08,order,fitness,south,549.6600000000001,6
30606,2020-10-08,order,jog/run,south,1323.6979999999999,15
30608,2020-10-08,physical_collection,badminton,west,24.493000000000002,4
30611,2020-10-08,order,skate/roller,east,414.788,4
30612,2020-10-08,order,surfing,south,175.95999999999998,2
30614,2020-10-08,order,yoga,east,686.4010000000001,6
30615,2020-10-08,order,football,east,692.3050000000001,8
30616,2020-10-08,order,triathlon,east,434.88599999999997,4
30617,2020-10-08,order,kayak/sup,east,249.996,5
30618,2020-10-08,order,kayak/sup,south,44.864999999999995,1
30619,2020-10-08,physical_collection,yoga,west,30.570999999999998,1
30620,2020-10-08,order,squash,south,18.972,3
30621,2020-10-08,order,basketball,south,289.036,5
30622,2020-10-08,order,trail,south,305.582,5
30623,2020-10-08,order,skate/roller,south,204.14100000000002,3
30624,2020-10-08,physical_collection,others,west,99.659,1
30625,2020-10-08,order,trail,east,364.32,2
30626,2020-10-08,order,golf,east,95.83500000000001,3
30627,2020-10-08,order,rugby,south,31.935000000000002,4
30629,2020-10-08,order,diving,east,549.2090000000001,5
30630,2020-10-08,physical_collection,golf,west,20.909,3
30631,2020-10-08,order,others,east,16.21,1
30632,2020-10-08,order,squash,east,15.072,4
30633,2020-10-08,physical_collection,surfing,west,54.061,1
30634,2020-10-08,physical_collection,pilates,west,100.479,1
30636,2020-10-08,order,boxing,east,70.111,2
30637,2020-10-08,order,hiking/trekking,south,2968.978,23
30638,2020-10-08,physical_collection,jog/run,west,64.934,4
30639,2020-10-08,physical_collection,table_tennis,west,11.004999999999999,4
30640,2020-10-08,physical_collection,football,west,22.725,2
30642,2020-10-08,physical_collection,boxing,west,11.987,2
30643,2020-10-08,physical_collection,fitness,west,190.557,2
30644,2020-10-08,physical_collection,hiking/trekking,west,858.5409999999999,5
30645,2020-10-08,physical_collection,tennis,west,41.301,2
30647,2020-10-08,physical_collection,crosstrain,west,513.1800000000001,3
30648,2020-10-09,order,fitness,south,691.375,10
30649,2020-10-09,order,pilates,east,1075.978,17
30650,2020-10-09,order,jog/run,east,1669.8349999999998,17
30651,2020-10-09,order,football,east,240.583,5
30652,2020-10-09,order,ski,east,809.0550000000001,11
30653,2020-10-09,physical_collection,basketball,west,177.052,2
30654,2020-10-09,order,tennis,east,623.234,10
30655,2020-10-09,physical_collection,sailing,west,18.16,1
30656,2020-10-09,order,kayak/sup,east,112.625,5
30657,2020-10-09,physical_collection,swimming,west,21.863999999999997,3
30658,2020-10-09,order,cycling,south,59.18300000000001,4
30659,2020-10-09,order,diving,south,504.66099999999994,4
30660,2020-10-09,physical_collection,jog/run,west,129.89000000000001,3
30661,2020-10-09,order,triathlon,south,239.946,7
30662,2020-10-09,order,ski,south,528.995,6
30663,2020-10-09,order,table_tennis,east,105.296,3
30664,2020-10-09,order,swimming,south,990.805,11
30665,2020-10-09,order,crosstrain,south,386.691,3
30666,2020-10-09,order,jog/run,south,952.3729999999999,15
30667,2020-10-09,order,basketball,east,341.91999999999996,3
30668,2020-10-09,order,basketball,south,341.211,9
30669,2020-10-09,order,rugby,south,24.972,3
30670,2020-10-09,order,trail,south,205.404,1
30671,2020-10-09,order,tennis,south,561.341,9
30672,2020-10-09,order,surfing,east,280.349,7
30673,2020-10-09,order,pilates,south,381.408,8
30674,2020-10-09,physical_collection,others,west,152.2,3
30675,2020-10-09,order,crosstrain,east,888.7760000000001,8
30676,2020-10-09,order,badminton,east,165.888,1
30677,2020-10-09,order,sailing,east,105.826,4
30678,2020-10-09,order,kayak/sup,south,37.055,2
30679,2020-10-09,order,surfing,south,91.475,5
30681,2020-10-09,order,diving,east,705.582,8
30682,2020-10-09,physical_collection,tennis,west,71.262,6
30684,2020-10-09,order,yoga,east,510.47200000000004,4
30685,2020-10-09,physical_collection,diving,west,11.82,2
30686,2020-10-09,physical_collection,ski,west,34.671,1
30687,2020-10-09,order,swimming,east,1108.269,16
30690,2020-10-09,order,triathlon,east,477.32700000000006,8
30691,2020-10-09,physical_collection,fitness,west,22.486,2
30694,2020-10-09,order,climbing,east,153.93,3
30695,2020-10-09,order,badminton,south,192.12,3
30696,2020-10-09,order,skate/roller,south,314.731,4
30698,2020-10-09,order,golf,east,76.015,3
30699,2020-10-09,physical_collection,football,west,161.193,3
30700,2020-10-09,order,trail,east,343.74899999999997,5
30701,2020-10-09,physical_collection,pilates,west,178.958,1
30702,2020-10-09,order,football,south,738.533,7
30703,2020-10-09,physical_collection,hiking/trekking,west,1565.578,6
30704,2020-10-09,physical_collection,skate/roller,west,53.473,3
30705,2020-10-09,order,golf,south,38.628,1
30706,2020-10-09,order,hiking/trekking,south,3030.6220000000003,28
30707,2020-10-09,order,skate/roller,east,217.33,3
30708,2020-10-09,physical_collection,crosstrain,west,377.813,2
30709,2020-10-09,order,boxing,east,65.842,4
30710,2020-10-09,order,others,east,12.285,1
30711,2020-10-09,order,volleyball,east,13.732,3
30712,2020-10-09,order,yoga,south,415.079,6
30713,2020-10-09,order,hiking/trekking,east,4159.442,32
30714,2020-10-09,order,cycling,east,786.071,8
30715,2020-10-09,physical_collection,cycling,west,130.605,2
30716,2020-10-09,order,fitness,east,871.53,10
30717,2020-10-09,physical_collection,climbing,west,20.645,4
30718,2020-10-10,order,pilates,south,419.025,5
30719,2020-10-10,order,swimming,east,1529.356,19
30720,2020-10-10,order,trail,east,552.6800000000001,4
30721,2020-10-10,order,basketball,east,333.375,4
30722,2020-10-10,order,badminton,south,119.826,1
30723,2020-10-10,order,diving,south,440.733,3
30724,2020-10-10,order,yoga,south,487.299,4
30725,2020-10-10,order,football,east,365.327,4
30726,2020-10-10,order,surfing,east,248.90900000000002,7
30727,2020-10-10,order,others,east,337.085,1
30728,2020-10-10,order,hiking/trekking,east,4329.031,36
30729,2020-10-10,order,fitness,south,738.67,5
30730,2020-10-10,order,skate/roller,east,72.541,1
30731,2020-10-10,order,football,south,316.31,3
30732,2020-10-10,order,crosstrain,east,626.424,8
30733,2020-10-10,order,golf,east,286.776,5
30734,2020-10-10,order,triathlon,south,161.648,5
30735,2020-10-10,order,diving,east,652.481,8
30736,2020-10-10,physical_collection,surfing,west,17.549,4
30737,2020-10-10,order,fitness,east,611.319,10
30738,2020-10-10,order,skate/roller,south,137.401,4
30739,2020-10-10,order,pilates,east,843.8149999999999,12
30740,2020-10-10,order,tennis,east,660.887,9
30741,2020-10-10,physical_collection,football,west,10.966,4
30742,2020-10-10,order,surfing,south,150.762,1
30743,2020-10-10,order,golf,south,290.947,5
30744,2020-10-10,order,trail,south,359.431,5
30745,2020-10-10,order,boxing,east,149.371,5
30746,2020-10-10,order,ski,east,1046.699,12
30747,2020-10-10,order,hiking/trekking,south,3222.496,20
30748,2020-10-10,order,rugby,east,86.67999999999999,5
30750,2020-10-10,order,yoga,east,504.803,7
30751,2020-10-10,order,unknown,south,40.686,1
30752,2020-10-10,order,ski,south,457.072,8
30753,2020-10-10,physical_collection,cycling,west,54.562,4
30754,2020-10-10,order,basketball,south,318.619,5
30755,2020-10-10,physical_collection,basketball,west,59.887,3
30757,2020-10-10,physical_collection,hiking/trekking,west,705.409,5
30758,2020-10-10,physical_collection,climbing,west,32.888999999999996,2
30759,2020-10-10,order,kayak/sup,south,121.745,1
30760,2020-10-10,order,cycling,south,15.87,1
30762,2020-10-10,order,jog/run,south,1028.7540000000001,11
30763,2020-10-10,order,badminton,east,179.483,4
30764,2020-10-10,physical_collection,others,west,13.716,3
30765,2020-10-10,physical_collection,yoga,west,51.839,2
30766,2020-10-10,order,table_tennis,south,29.236,3
30767,2020-10-10,order,kayak/sup,east,107.128,2
30768,2020-10-10,physical_collection,crosstrain,west,571.533,4
30769,2020-10-10,physical_collection,swimming,west,87.507,1
30770,2020-10-10,order,climbing,east,35.692,4
30772,2020-10-10,order,unknown,east,33.37,2
30773,2020-10-10,physical_collection,sailing,west,56.798,4
30774,2020-10-10,order,tennis,south,569.078,7
30775,2020-10-10,physical_collection,fitness,west,44.626,3
30776,2020-10-10,order,cycling,east,551.796,10
30777,2020-10-10,physical_collection,skate/roller,west,73.55199999999999,1
30778,2020-10-10,physical_collection,diving,west,147.018,1
30780,2020-10-10,order,swimming,south,761.365,12
30781,2020-10-10,physical_collection,ski,west,122.58099999999999,5
30782,2020-10-10,order,crosstrain,south,280.346,5
30783,2020-10-10,physical_collection,boxing,west,25.359,2
30785,2020-10-10,order,jog/run,east,1312.992,20
30787,2020-10-10,order,triathlon,east,293.459,6
30788,2020-10-10,order,table_tennis,east,89.852,3
30789,2020-10-10,physical_collection,pilates,west,137.067,2
30790,2020-10-10,physical_collection,kayak/sup,west,222.6,4
30791,2020-10-10,order,sailing,east,72.152,4
30792,2020-10-10,physical_collection,tennis,west,121.918,4
30793,2020-10-10,physical_collection,badminton,west,10.306000000000001,4
30794,2020-10-11,order,cycling,east,1197.8809999999999,11
30795,2020-10-11,order,fitness,east,864.382,12
30796,2020-10-11,order,crosstrain,east,644.412,8
30797,2020-10-11,order,ski,south,1261.065,11
30798,2020-10-11,order,jog/run,east,1631.6219999999998,16
30799,2020-10-11,order,triathlon,east,453.401,10
30800,2020-10-11,order,basketball,south,348.21999999999997,7
30801,2020-10-11,order,rugby,south,43.81,2
30802,2020-10-11,physical_collection,pilates,west,72.83099999999999,1
30803,2020-10-11,order,ski,east,965.615,12
30804,2020-10-11,order,badminton,south,104.06700000000001,3
30805,2020-10-11,physical_collection,fitness,west,55.004999999999995,3
30806,2020-10-11,order,pilates,south,290.279,6
30807,2020-10-11,order,rugby,east,82.088,1
30808,2020-10-11,order,fitness,south,774.139,8
30809,2020-10-11,order,swimming,south,725.388,12
30810,2020-10-11,order,pilates,east,1264.499,14
30811,2020-10-11,order,tennis,east,679.068,12
30812,2020-10-11,order,tennis,south,568.7149999999999,6
30813,2020-10-11,order,trail,south,368.411,5
30815,2020-10-11,order,volleyball,east,13.669,4
30816,2020-10-11,order,swimming,east,1433.295,16
30817,2020-10-11,physical_collection,football,west,32.623000000000005,4
30818,2020-10-11,order,cycling,south,75.822,3
30819,2020-10-11,order,triathlon,south,281.062,6
30820,2020-10-11,order,hiking/trekking,east,5932.276,42
30821,2020-10-11,physical_collection,swimming,west,26.393,5
30822,2020-10-11,physical_collection,trail,west,35.71,3
30823,2020-10-11,order,boxing,east,76.62,5
30824,2020-10-11,order,badminton,east,220.911,4
30825,2020-10-11,order,football,south,548.409,6
30827,2020-10-11,order,climbing,east,240.60399999999998,1
30828,2020-10-11,order,hiking/trekking,south,4068.493,25
30829,2020-10-11,order,kayak/sup,south,549.708,2
30830,2020-10-11,order,squash,south,19.923,3
30831,2020-10-11,order,sailing,east,107.543,2
30832,2020-10-11,order,diving,east,779.823,5
30833,2020-10-11,order,jog/run,south,1305.42,17
30834,2020-10-11,order,skate/roller,east,223.5,2
30836,2020-10-11,order,basketball,east,588.0930000000001,6
30837,2020-10-11,order,football,east,455.235,8
30838,2020-10-11,order,diving,south,378.54499999999996,5
30839,2020-10-11,order,yoga,south,609.15,4
30840,2020-10-11,physical_collection,basketball,west,127.506,3
30841,2020-10-11,physical_collection,hiking/trekking,west,588.3430000000001,5
30842,2020-10-11,physical_collection,others,west,93.22200000000001,3
30843,2020-10-11,physical_collection,jog/run,west,90.647,3
30844,2020-10-11,order,crosstrain,south,473.87299999999993,3
30845,2020-10-11,order,surfing,east,444.218,3
30846,2020-10-11,order,surfing,south,190.07999999999998,5
30847,2020-10-11,order,trail,east,396.754,3
30848,2020-10-11,order,skate/roller,south,139.56300000000002,3
30849,2020-10-11,physical_collection,tennis,west,11.879000000000001,2
30850,2020-10-11,physical_collection,surfing,west,10.009,1
30851,2020-10-11,physical_collection,badminton,west,29.227999999999998,4
30853,2020-10-11,physical_collection,kayak/sup,west,213.43699999999998,2
30854,2020-10-11,order,yoga,east,520.068,7
30855,2020-10-11,order,table_tennis,south,27.845999999999997,3
30856,2020-10-11,physical_collection,triathlon,west,14.697,4
30857,2020-10-11,order,others,east,13.526,3
30858,2020-10-11,order,unknown,south,24.554,3
30861,2020-10-11,physical_collection,ski,west,198.716,2
30862,2020-10-11,physical_collection,cycling,west,79.6,3
30863,2020-10-11,physical_collection,crosstrain,west,388.053,3
30864,2020-10-11,order,golf,east,43.247,4
30865,2020-10-12,order,ski,east,1485.898,15
30866,2020-10-12,order,kayak/sup,east,295.004,4
30867,2020-10-12,order,pilates,south,555.376,9
30868,2020-10-12,order,basketball,east,514.411,10
30869,2020-10-12,order,swimming,south,891.3870000000001,13
30870,2020-10-12,order,surfing,east,509.329,5
30871,2020-10-12,order,pilates,east,1614.4569999999999,18
30872,2020-10-12,order,volleyball,east,28.511000000000003,2
30873,2020-10-12,order,swimming,east,1356.81,18
30874,2020-10-12,order,diving,south,609.8729999999999,6
30875,2020-10-12,order,triathlon,east,546.112,11
30876,2020-10-12,order,jog/run,south,1416.532,15
30877,2020-10-12,physical_collection,yoga,west,585.806,3
30879,2020-10-12,order,triathlon,south,321.46,7
30880,2020-10-12,order,yoga,south,323.632,5
30881,2020-10-12,physical_collection,jog/run,west,55.185,3
30882,2020-10-12,order,unknown,east,29.169999999999998,3
30883,2020-10-12,order,trail,east,614.866,2
30884,2020-10-12,order,jog/run,east,2493.7599999999998,22
30885,2020-10-12,order,tennis,south,813.296,12
30886,2020-10-12,order,rugby,east,49.382999999999996,2
30887,2020-10-12,order,trail,south,463.412,6
30888,2020-10-12,physical_collection,football,west,29.975,3
30889,2020-10-12,order,football,east,1127.01,10
30890,2020-10-12,order,skate/roller,south,421.174,4
30891,2020-10-12,order,fitness,south,686.178,12
30892,2020-10-12,order,hiking/trekking,east,8884.938,50
30894,2020-10-12,order,yoga,east,799.618,6
30895,2020-10-12,order,tennis,east,854.733,13
30896,2020-10-12,order,fitness,east,872.4959999999999,15
30897,2020-10-12,order,basketball,south,480.63599999999997,5
30899,2020-10-12,physical_collection,others,west,92.884,1
30901,2020-10-12,order,skate/roller,east,178.399,2
30902,2020-10-12,order,boxing,east,133.196,2
30903,2020-10-12,order,badminton,east,349.04699999999997,4
30906,2020-10-12,order,football,south,563.777,5
30907,2020-10-12,order,diving,east,600.567,7
30908,2020-10-12,order,table_tennis,south,56.967999999999996,3
30909,2020-10-12,order,squash,south,11.811,2
30910,2020-10-12,order,cycling,east,1121.127,13
30911,2020-10-12,order,badminton,south,203.58800000000002,2
30912,2020-10-12,order,surfing,south,247.698,5
30913,2020-10-12,physical_collection,hiking/trekking,west,509.645,3
30914,2020-10-12,order,crosstrain,east,1002.2760000000001,8
30915,2020-10-12,order,hiking/trekking,south,3846.1339999999996,33
30916,2020-10-12,physical_collection,climbing,west,44.443,3
30917,2020-10-12,order,golf,east,73.842,4
30920,2020-10-12,physical_collection,badminton,west,72.658,5
30921,2020-10-12,physical_collection,ski,west,135.959,4
30922,2020-10-12,order,cycling,south,55.604,4
30923,2020-10-12,order,climbing,east,340.579,1
30924,2020-10-12,order,crosstrain,south,518.6560000000001,6
30925,2020-10-12,order,kayak/sup,south,143.93,1
30928,2020-10-12,physical_collection,trail,west,21.187,2
30929,2020-10-12,physical_collection,pilates,west,57.938,4
30931,2020-10-12,order,ski,south,1093.2620000000002,9
30932,2020-10-12,order,rugby,south,24.675,4
30933,2020-10-12,order,sailing,east,146.03,4
30934,2020-10-12,order,others,east,142.863,5
30935,2020-10-12,order,table_tennis,east,43.591,4
30936,2020-10-12,physical_collection,fitness,west,24.238999999999997,3
30937,2020-10-13,order,surfing,east,842.503,6
30938,2020-10-13,order,surfing,south,372.966,6
30939,2020-10-13,order,golf,south,55.699,3
30940,2020-10-13,order,diving,south,576.089,7
30941,2020-10-13,order,diving,east,1402.648,7
30942,2020-10-13,order,triathlon,east,775.303,13
30943,2020-10-13,order,triathlon,south,393.433,10
30944,2020-10-13,order,kayak/sup,east,220.43,5
30945,2020-10-13,order,skate/roller,east,1303.618,5
30946,2020-10-13,order,football,east,1332.393,11
30947,2020-10-13,order,skate/roller,south,731.732,5
30948,2020-10-13,order,pilates,south,586.732,9
30949,2020-10-13,order,yoga,south,655.963,5
30950,2020-10-13,order,trail,south,443.28100000000006,3
30951,2020-10-13,order,cycling,east,1992.4119999999998,14
30952,2020-10-13,order,boxing,east,312.887,3
30953,2020-10-13,order,swimming,east,2236.902,23
30954,2020-10-13,physical_collection,yoga,west,25.497,2
30956,2020-10-13,order,basketball,east,891.6360000000001,14
30957,2020-10-13,order,fitness,east,1487.279,16
30959,2020-10-13,order,crosstrain,south,1249.28,13
30961,2020-10-13,order,yoga,east,800.423,8
30962,2020-10-13,order,rugby,east,90.61,2
30963,2020-10-13,order,football,south,825.118,8
30964,2020-10-13,order,hiking/trekking,south,7118.459,55
30966,2020-10-13,order,badminton,east,623.929,6
30967,2020-10-13,order,climbing,east,144.53699999999998,5
30968,2020-10-13,order,table_tennis,east,194.263,3
30969,2020-10-13,order,others,east,77.09400000000001,2
30970,2020-10-13,order,badminton,south,436.692,5
30971,2020-10-13,order,tennis,east,1433.455,19
30972,2020-10-13,order,hiking/trekking,east,11162.801,67
30973,2020-10-13,order,crosstrain,east,1587.424,15
30975,2020-10-13,order,rugby,south,79.814,5
30976,2020-10-13,order,unknown,east,10.711,4
30977,2020-10-13,physical_collection,hiking/trekking,west,675.289,2
30978,2020-10-13,order,fitness,south,998.162,11
30979,2020-10-13,order,tennis,south,1007.441,16
30980,2020-10-13,physical_collection,fitness,west,208.425,2
30981,2020-10-13,order,cycling,south,195.042,2
30982,2020-10-13,order,ski,south,2661.559,23
30984,2020-10-13,order,kayak/sup,south,54.888,2
30985,2020-10-13,order,sailing,east,140.169,1
30986,2020-10-13,order,basketball,south,1097.053,10
30987,2020-10-13,physical_collection,swimming,west,27.631,1
30988,2020-10-13,order,table_tennis,south,33.979,4
30989,2020-10-13,order,volleyball,east,41.277,3
30990,2020-10-13,physical_collection,pilates,west,182.022,6
30991,2020-10-13,physical_collection,jog/run,west,99.174,4
30992,2020-10-13,order,trail,east,1082.991,7
30995,2020-10-13,physical_collection,others,west,102.366,5
30997,2020-10-13,order,pilates,east,2308.334,26
31000,2020-10-13,physical_collection,golf,west,20.709,1
31001,2020-10-13,order,jog/run,east,3433.6449999999995,40
31002,2020-10-13,order,swimming,south,1526.749,18
31003,2020-10-13,order,ski,east,2743.093,23
31004,2020-10-13,order,jog/run,south,2000.893,24
31005,2020-10-13,physical_collection,cycling,west,129.89000000000001,3
31006,2020-10-13,physical_collection,trail,west,23.775,1
31007,2020-10-13,physical_collection,basketball,west,11.048,5
31008,2020-10-13,physical_collection,tennis,west,32.042,2
31010,2020-10-14,order,cycling,south,17.839,1
31011,2020-10-14,order,cycling,east,711.3720000000001,14
31012,2020-10-14,order,crosstrain,east,1601.787,12
31013,2020-10-14,order,badminton,east,476.843,7
31014,2020-10-14,order,ski,east,4258.6230000000005,30
31015,2020-10-14,order,others,east,55.71,3
31016,2020-10-14,order,golf,east,123.376,2
31017,2020-10-14,physical_collection,cycling,west,521.761,2
31018,2020-10-14,order,tennis,east,1213.142,16
31019,2020-10-14,order,triathlon,east,527.277,11
31020,2020-10-14,order,tennis,south,1349.559,18
31021,2020-10-14,order,diving,east,1550.7540000000001,9
31022,2020-10-14,order,fitness,south,770.762,12
31023,2020-10-14,order,crosstrain,south,977.3700000000001,9
31024,2020-10-14,order,jog/run,east,3448.601,28
31025,2020-10-14,order,triathlon,south,420.56800000000004,9
31026,2020-10-14,order,trail,south,543.223,4
31027,2020-10-14,order,hiking/trekking,east,8956.287,70
31028,2020-10-14,order,table_tennis,east,67.102,4
31029,2020-10-14,order,swimming,east,1567.203,23
31030,2020-10-14,order,jog/run,south,2340.641,21
31031,2020-10-14,order,trail,east,586.073,4
31032,2020-10-14,order,ski,south,1739.257,16
31033,2020-10-14,order,climbing,east,572.653,5
31034,2020-10-14,physical_collection,sailing,west,78.269,4
31035,2020-10-14,order,pilates,east,2169.928,28
31036,2020-10-14,order,sailing,east,219.24099999999999,1
31037,2020-10-14,order,skate/roller,east,1295.846,6
31038,2020-10-14,order,fitness,east,1374.403,15
31039,2020-10-14,physical_collection,jog/run,west,94.164,5
31040,2020-10-14,order,football,east,1225.0459999999998,13
31041,2020-10-14,order,skate/roller,south,788.662,8
31044,2020-10-14,order,pilates,south,502.991,11
31045,2020-10-14,physical_collection,fitness,west,26.619999999999997,2
31046,2020-10-14,order,surfing,east,926.4309999999999,7
31047,2020-10-14,order,rugby,south,55.495000000000005,5
31048,2020-10-14,physical_collection,swimming,west,104.21,3
31050,2020-10-14,order,table_tennis,south,94.076,2
31051,2020-10-14,order,basketball,south,680.1890000000001,10
31052,2020-10-14,order,kayak/sup,east,3229.373,8
31053,2020-10-14,order,kayak/sup,south,156.453,5
31054,2020-10-14,physical_collection,tennis,west,42.46,1
31055,2020-10-14,order,yoga,east,1011.6020000000001,7
31056,2020-10-14,order,surfing,south,201.595,5
31057,2020-10-14,physical_collection,skate/roller,west,40.708,3
31058,2020-10-14,physical_collection,others,west,100.579,1
31059,2020-10-14,order,football,south,1103.886,11
31060,2020-10-14,order,badminton,south,471.488,6
31061,2020-10-14,physical_collection,pilates,west,86.90299999999999,4
31062,2020-10-14,order,yoga,south,578.358,8
31063,2020-10-14,physical_collection,football,west,77.62899999999999,5
31065,2020-10-14,order,diving,south,608.413,7
31066,2020-10-14,order,boxing,east,117.66900000000001,4
31068,2020-10-14,order,hiking/trekking,south,6941.036999999999,47
